timestamp,instrument,signal_type,imbalance,bid_price,ask_price
1762011513431,ETH-PERPETUAL,TICK,0,3884.1,0
1762011513468,ETH-PERPETUAL,TICK,0,3886.55,0
1762011513473,ETH-PERPETUAL,TICK,0,3886.55,0
1762011513507,ETH-PERPETUAL,TICK,0,3884.15,0
1762011513512,ETH-PERPETUAL,TICK,0,3884.15,0
1762011513545,ETH-PERPETUAL,TICK,0,3886.5,0
1762011513551,ETH-PERPETUAL,TICK,0,3886.5,0
1762011513585,ETH-PERPETUAL,TICK,0,3884.25,0
1762011513591,ETH-PERPETUAL,TICK,0,3884.25,0
1762011513622,ETH-PERPETUAL,TICK,0,3886.4,0
1762011513628,ETH-PERPETUAL,TICK,0,3886.4,0
1762011513661,ETH-PERPETUAL,TICK,0,3884.3,0
1762011513668,ETH-PERPETUAL,TICK,0,3884.3,0
1762011513703,ETH-PERPETUAL,TICK,0,3886.35,0
1762011513707,ETH-PERPETUAL,TICK,0,3886.35,0
1762011513744,ETH-PERPETUAL,TICK,0,3884.35,0
1762011513751,ETH-PERPETUAL,TICK,0,3884.35,0
1762011513785,ETH-PERPETUAL,TICK,0,3886.25,0
1762011513791,ETH-PERPETUAL,TICK,0,3886.25,0
1762011513824,ETH-PERPETUAL,TICK,0,3884.4,0
1762011513830,ETH-PERPETUAL,TICK,0,3884.4,0
1762011513867,ETH-PERPETUAL,TICK,0,3886.2,0
1762011513874,ETH-PERPETUAL,TICK,0,3886.2,0
1762011513915,ETH-PERPETUAL,TICK,0,3884.55,0
1762011513920,ETH-PERPETUAL,TICK,0,3884.55,0
1762011513955,BTC-PERPETUAL,TICK,0,94000,0
1762011513959,BTC-PERPETUAL,TICK,0,94000,0
1762011513991,ETH-PERPETUAL,TICK,0,3886.15,0
1762011513997,ETH-PERPETUAL,TICK,0,3886.15,0
1762011514035,ETH-PERPETUAL,TICK,0,3884.6,0
1762011514041,ETH-PERPETUAL,TICK,0,3884.6,0
1762011514080,ETH-PERPETUAL,TICK,0,3886.1,0
1762011514086,ETH-PERPETUAL,TICK,0,3886.1,0
1762011514120,ETH-PERPETUAL,TICK,0,3884.65,0
1762011514125,ETH-PERPETUAL,TICK,0,3884.65,0
1762011514168,ETH-PERPETUAL,TICK,0,3886.05,0
1762011514172,ETH-PERPETUAL,TICK,0,3886.05,0
1762011514210,ETH-PERPETUAL,TICK,0,3884.75,0
1762011514215,ETH-PERPETUAL,TICK,0,3884.75,0
1762011514251,ETH-PERPETUAL,TICK,0,3886,0
1762011514256,ETH-PERPETUAL,TICK,0,3886,0
1762011514290,ETH-PERPETUAL,TICK,0,3884.8,0
1762011514296,ETH-PERPETUAL,TICK,0,3884.8,0
1762011514325,ETH-PERPETUAL,TICK,0,3885.95,0
1762011514329,ETH-PERPETUAL,TICK,0,3885.95,0
1762011514363,ETH-PERPETUAL,TICK,0,3884.9,0
1762011514369,ETH-PERPETUAL,TICK,0,3884.9,0
1762011514403,ETH-PERPETUAL,TICK,0,3885.9,0
1762011514408,ETH-PERPETUAL,TICK,0,3885.9,0
1762011514437,ETH-PERPETUAL,TICK,0,3885,0
1762011514442,ETH-PERPETUAL,TICK,0,3885,0
1762011514473,ETH-PERPETUAL,TICK,0,3885.75,0
1762011514478,ETH-PERPETUAL,TICK,0,3885.75,0
1762011514504,ETH-PERPETUAL,TICK,0,3885.1,0
1762011514507,ETH-PERPETUAL,TICK,0,3885.1,0
1762011514538,BTC-PERPETUAL,TICK,0,93900,0
1762011514543,BTC-PERPETUAL,TICK,0,93900,0
1762011514573,ETH-PERPETUAL,TICK,0,3885.5,0
1762011514578,ETH-PERPETUAL,TICK,0,3885.5,0
1762011514615,ETH-PERPETUAL,TICK,0,3885.4,0
1762011514620,ETH-PERPETUAL,TICK,0,3885.4,0
1762011514655,BTC-PERPETUAL,TICK,0,93800,0
1762011514661,BTC-PERPETUAL,TICK,0,93800,0
1762011514695,BTC-PERPETUAL,TICK,0,93700,0
1762011514700,BTC-PERPETUAL,TICK,0,93700,0
1762011514733,BTC-PERPETUAL,TICK,0,110048,0
1762011514737,BTC-PERPETUAL,TICK,0,110048,0
1762011514774,BTC-PERPETUAL,TICK,0,110011,0
1762011514780,BTC-PERPETUAL,TICK,0,110011,0
1762011514815,BTC-PERPETUAL,TICK,0,93600,0
1762011514821,BTC-PERPETUAL,TICK,0,93600,0
1762011514854,BTC-PERPETUAL,TICK,0,110047,0
1762011514859,BTC-PERPETUAL,TICK,0,110047,0
1762011514890,BTC-PERPETUAL,TICK,0,110012,0
1762011514896,BTC-PERPETUAL,TICK,0,110012,0
1762011514933,BTC-PERPETUAL,TICK,0,110046,0
1762011514939,BTC-PERPETUAL,TICK,0,110046,0
1762011514973,BTC-PERPETUAL,TICK,0,110012,0
1762011514978,BTC-PERPETUAL,TICK,0,110012,0
1762011515016,BTC-PERPETUAL,TICK,0,110046,0
1762011515021,BTC-PERPETUAL,TICK,0,110046,0
1762011515053,BTC-PERPETUAL,TICK,0,110016,0
1762011515059,BTC-PERPETUAL,TICK,0,110016,0
1762011515099,BTC-PERPETUAL,TICK,0,110045,0
1762011515104,BTC-PERPETUAL,TICK,0,110045,0
1762011515138,BTC-PERPETUAL,TICK,0,110016,0
1762011515143,BTC-PERPETUAL,TICK,0,110016,0
1762011515175,BTC-PERPETUAL,TICK,0,110044,0
1762011515181,BTC-PERPETUAL,TICK,0,110044,0
1762011515215,BTC-PERPETUAL,TICK,0,110017,0
1762011515221,BTC-PERPETUAL,TICK,0,110017,0
1762011515259,BTC-PERPETUAL,TICK,0,110044,0
1762011515265,BTC-PERPETUAL,TICK,0,110044,0
1762011515298,BTC-PERPETUAL,TICK,0,110019,0
1762011515304,BTC-PERPETUAL,TICK,0,110019,0
1762011515339,BTC-PERPETUAL,TICK,0,93500,0
1762011515345,BTC-PERPETUAL,TICK,0,93500,0
1762011515376,BTC-PERPETUAL,TICK,0,110044,0
1762011515381,BTC-PERPETUAL,TICK,0,110044,0
1762011515421,BTC-PERPETUAL,TICK,0,110020,0
1762011515426,BTC-PERPETUAL,TICK,0,110020,0
1762011515459,BTC-PERPETUAL,TICK,0,110043,0
1762011515465,BTC-PERPETUAL,TICK,0,110043,0
1762011515496,BTC-PERPETUAL,TICK,0,110022,0
1762011515500,BTC-PERPETUAL,TICK,0,110022,0
1762011515529,BTC-PERPETUAL,TICK,0,110042,0
1762011515534,BTC-PERPETUAL,TICK,0,110042,0
1762011515570,BTC-PERPETUAL,TICK,0,110022,0
1762011515575,BTC-PERPETUAL,TICK,0,110022,0
1762011515608,BTC-PERPETUAL,TICK,0,110042,0
1762011515614,BTC-PERPETUAL,TICK,0,110042,0
1762011515649,BTC-PERPETUAL,TICK,0,110022,0
1762011515655,BTC-PERPETUAL,TICK,0,110022,0
1762011515687,BTC-PERPETUAL,TICK,0,110041,0
1762011515692,BTC-PERPETUAL,TICK,0,110041,0
1762011515730,BTC-PERPETUAL,TICK,0,110026,0
1762011515733,BTC-PERPETUAL,TICK,0,110026,0
1762011515772,BTC-PERPETUAL,TICK,0,110040,0
1762011515775,BTC-PERPETUAL,TICK,0,110040,0
1762011515813,BTC-PERPETUAL,TICK,0,110027,0
1762011515817,BTC-PERPETUAL,TICK,0,110027,0
1762011515856,BTC-PERPETUAL,TICK,0,93400,0
1762011515859,BTC-PERPETUAL,TICK,0,93400,0
1762011515897,BTC-PERPETUAL,TICK,0,110040,0
1762011515902,BTC-PERPETUAL,TICK,0,110040,0
1762011515939,BTC-PERPETUAL,TICK,0,110028,0
1762011515944,BTC-PERPETUAL,TICK,0,110028,0
1762011515980,BTC-PERPETUAL,TICK,0,110038,0
1762011515986,BTC-PERPETUAL,TICK,0,110038,0
1762011516018,BTC-PERPETUAL,TICK,0,110028,0
1762011516023,BTC-PERPETUAL,TICK,0,110028,0
1762011516057,BTC-PERPETUAL,TICK,0,110037,0
1762011516063,BTC-PERPETUAL,TICK,0,110037,0
1762011516096,BTC-PERPETUAL,TICK,0,110028,0
1762011516101,BTC-PERPETUAL,TICK,0,110028,0
1762011516139,BTC-PERPETUAL,TICK,0,110036,0
1762011516145,BTC-PERPETUAL,TICK,0,110036,0
1762011516177,BTC-PERPETUAL,TICK,0,110029,0
1762011516183,BTC-PERPETUAL,TICK,0,110029,0
1762011516215,BTC-PERPETUAL,TICK,0,110036,0
1762011516220,BTC-PERPETUAL,TICK,0,110036,0
1762011516253,BTC-PERPETUAL,TICK,0,110030,0
1762011516259,BTC-PERPETUAL,TICK,0,110030,0
1762011516292,BTC-PERPETUAL,TICK,0,110034,0
1762011516297,BTC-PERPETUAL,TICK,0,110034,0
1762011516333,BTC-PERPETUAL,TICK,0,110030,0
1762011516340,BTC-PERPETUAL,TICK,0,110030,0
1762011516380,BTC-PERPETUAL,TICK,0,93300,0
1762011516384,BTC-PERPETUAL,TICK,0,93300,0
1762011516420,BTC-PERPETUAL,TICK,0,110034,0
1762011516426,BTC-PERPETUAL,TICK,0,110034,0
1762011516468,BTC-PERPETUAL,TICK,0,110033,0
1762011516474,BTC-PERPETUAL,TICK,0,110033,0
1762011516513,BTC-PERPETUAL,TICK,0,93200,0
1762011516517,BTC-PERPETUAL,TICK,0,93200,0
1762011516553,BTC-PERPETUAL,TICK,0,93100,0
1762011516562,BTC-PERPETUAL,TICK,0,93100,0
1762011516598,BTC-PERPETUAL,TICK,0,93000,0
1762011516602,BTC-PERPETUAL,TICK,0,93000,0
1762011516635,BTC-PERPETUAL,TICK,0,92900,0
1762011516642,BTC-PERPETUAL,TICK,0,92900,0
1762011516682,BTC-PERPETUAL,TICK,0,92800,0
1762011516689,BTC-PERPETUAL,TICK,0,92800,0
1762011516809,BTC-PERPETUAL,TICK,0,92700,0
1762011516815,BTC-PERPETUAL,TICK,0,92700,0
1762011517057,BTC-PERPETUAL,TICK,0,92600,0
1762011517061,BTC-PERPETUAL,TICK,0,92600,0
1762011517323,BTC-PERPETUAL,TICK,0,92500,0
1762011517328,BTC-PERPETUAL,TICK,0,92500,0
1762011517570,BTC-PERPETUAL,TICK,0,92400,0
1762011517576,BTC-PERPETUAL,TICK,0,92400,0
1762011517828,BTC-PERPETUAL,TICK,0,92300,0
1762011517831,BTC-PERPETUAL,TICK,0,92300,0
1762011518203,ETH-PERPETUAL,TICK,0,3886.65,0
1762011518208,ETH-PERPETUAL,TICK,0,3886.65,0
1762011518252,ETH-PERPETUAL,TICK,0,3883.6,0
1762011518256,ETH-PERPETUAL,TICK,0,3883.6,0
1762011518299,BTC-PERPETUAL,TICK,0,92200,0
1762011518307,BTC-PERPETUAL,TICK,0,92200,0
1762011518350,ETH-PERPETUAL,TICK,0,3886.6,0
1762011518356,ETH-PERPETUAL,TICK,0,3886.6,0
1762011518411,ETH-PERPETUAL,TICK,0,3883.65,0
1762011518419,ETH-PERPETUAL,TICK,0,3883.65,0
1762011518480,ETH-PERPETUAL,TICK,0,3886.55,0
1762011518489,ETH-PERPETUAL,TICK,0,3886.55,0
1762011518540,ETH-PERPETUAL,TICK,0,3883.75,0
1762011518549,ETH-PERPETUAL,TICK,0,3883.75,0
1762011518615,ETH-PERPETUAL,TICK,0,3886.5,0
1762011518622,ETH-PERPETUAL,TICK,0,3886.5,0
1762011518682,ETH-PERPETUAL,TICK,0,3883.8,0
1762011518690,ETH-PERPETUAL,TICK,0,3883.8,0
1762011518741,ETH-PERPETUAL,TICK,0,3886.4,0
1762011518750,ETH-PERPETUAL,TICK,0,3886.4,0
1762011518804,ETH-PERPETUAL,TICK,0,3883.85,0
1762011518812,ETH-PERPETUAL,TICK,0,3883.85,0
1762011518866,ETH-PERPETUAL,TICK,0,3886.35,0
1762011518874,ETH-PERPETUAL,TICK,0,3886.35,0
1762011518925,ETH-PERPETUAL,TICK,0,3883.9,0
1762011518933,ETH-PERPETUAL,TICK,0,3883.9,0
1762011518995,ETH-PERPETUAL,TICK,0,3886.3,0
1762011519002,ETH-PERPETUAL,TICK,0,3886.3,0
1762011519053,ETH-PERPETUAL,TICK,0,3884,0
1762011519061,ETH-PERPETUAL,TICK,0,3884,0
1762011519106,ETH-PERPETUAL,TICK,0,3886.25,0
1762011519114,ETH-PERPETUAL,TICK,0,3886.25,0
1762011519165,ETH-PERPETUAL,TICK,0,3884.1,0
1762011519173,ETH-PERPETUAL,TICK,0,3884.1,0
1762011519216,BTC-PERPETUAL,TICK,0,92100,0
1762011519223,BTC-PERPETUAL,TICK,0,92100,0
1762011519267,ETH-PERPETUAL,TICK,0,0,0
1762011519274,ETH-PERPETUAL,TICK,0,0,0
1762011519312,ETH-PERPETUAL,TICK,0,3884.15,0
1762011519318,ETH-PERPETUAL,TICK,0,3884.15,0
1762011519364,ETH-PERPETUAL,TICK,0,3886.15,0
1762011519395,ETH-PERPETUAL,TICK,0,3886.15,0
1762011519411,ETH-PERPETUAL,TICK,0,3884.25,0
1762011519419,ETH-PERPETUAL,TICK,0,3884.25,0
1762011519453,ETH-PERPETUAL,TICK,0,3886.05,0
1762011519459,ETH-PERPETUAL,TICK,0,3886.05,0
1762011519500,ETH-PERPETUAL,TICK,0,3886,0
1762011519505,ETH-PERPETUAL,TICK,0,3886,0
1762011519547,ETH-PERPETUAL,TICK,0,3884.4,0
1762011519552,ETH-PERPETUAL,TICK,0,3884.4,0
1762011519589,ETH-PERPETUAL,TICK,0,3885.95,0
1762011519594,ETH-PERPETUAL,TICK,0,3885.95,0
1762011519631,ETH-PERPETUAL,TICK,0,3884.55,0
1762011519637,ETH-PERPETUAL,TICK,0,3884.55,0
1762011519680,ETH-PERPETUAL,TICK,0,3885.9,0
1762011519686,ETH-PERPETUAL,TICK,0,3885.9,0
1762011519723,BTC-PERPETUAL,TICK,0,92000,0
1762011519729,BTC-PERPETUAL,TICK,0,92000,0
1762011519766,ETH-PERPETUAL,TICK,0,3884.6,0
1762011519772,ETH-PERPETUAL,TICK,0,3884.6,0
1762011519806,ETH-PERPETUAL,TICK,0,3885.8,0
1762011519811,ETH-PERPETUAL,TICK,0,3885.8,0
1762011519847,ETH-PERPETUAL,TICK,0,3884.65,0
1762011519854,ETH-PERPETUAL,TICK,0,3884.65,0
1762011519891,ETH-PERPETUAL,TICK,0,3885.75,0
1762011519899,ETH-PERPETUAL,TICK,0,3885.75,0
1762011519937,ETH-PERPETUAL,TICK,0,3884.75,0
1762011519941,ETH-PERPETUAL,TICK,0,3884.75,0
1762011519977,ETH-PERPETUAL,TICK,0,3885.7,0
1762011519982,ETH-PERPETUAL,TICK,0,3885.7,0
1762011520015,ETH-PERPETUAL,TICK,0,3884.8,0
1762011520022,ETH-PERPETUAL,TICK,0,3884.8,0
1762011520055,ETH-PERPETUAL,TICK,0,3885.5,0
1762011520062,ETH-PERPETUAL,TICK,0,3885.5,0
1762011520099,ETH-PERPETUAL,TICK,0,3884.9,0
1762011520106,ETH-PERPETUAL,TICK,0,3884.9,0
1762011520143,ETH-PERPETUAL,TICK,0,3885.45,0
1762011520151,ETH-PERPETUAL,TICK,0,3885.45,0
1762011520191,ETH-PERPETUAL,TICK,0,3885,0
1762011520195,ETH-PERPETUAL,TICK,0,3885,0
1762011520240,BTC-PERPETUAL,TICK,0,91900,0
1762011520245,BTC-PERPETUAL,TICK,0,91900,0
1762011520281,ETH-PERPETUAL,TICK,0,3885.15,0
1762011520287,ETH-PERPETUAL,TICK,0,3885.15,0
1762011520322,ETH-PERPETUAL,TICK,0,3885.1,0
1762011520329,ETH-PERPETUAL,TICK,0,3885.1,0
1762011520368,BTC-PERPETUAL,TICK,0,91800,0
1762011520373,BTC-PERPETUAL,TICK,0,91800,0
1762011520417,BTC-PERPETUAL,TICK,0,91700,0
1762011520421,BTC-PERPETUAL,TICK,0,91700,0
1762011520458,BTC-PERPETUAL,TICK,0,91600,0
1762011520462,BTC-PERPETUAL,TICK,0,91600,0
1762011520503,BTC-PERPETUAL,TICK,0,110055,0
1762011520510,BTC-PERPETUAL,TICK,0,110055,0
1762011520548,BTC-PERPETUAL,TICK,0,110007,0
1762011520552,BTC-PERPETUAL,TICK,0,110007,0
1762011520596,BTC-PERPETUAL,TICK,0,110050,0
1762011520602,BTC-PERPETUAL,TICK,0,110050,0
1762011520644,BTC-PERPETUAL,TICK,0,110030,0
1762011520649,BTC-PERPETUAL,TICK,0,110030,0
1762011520689,BTC-PERPETUAL,TICK,0,110050,0
1762011520698,BTC-PERPETUAL,TICK,0,110050,0
1762011520737,BTC-PERPETUAL,TICK,0,110008,0
1762011520743,BTC-PERPETUAL,TICK,0,110008,0
1762011520785,BTC-PERPETUAL,TICK,0,110050,0
1762011520793,BTC-PERPETUAL,TICK,0,110050,0
1762011520833,BTC-PERPETUAL,TICK,0,110011,0
1762011520837,BTC-PERPETUAL,TICK,0,110011,0
1762011520871,BTC-PERPETUAL,TICK,0,110048,0
1762011520877,BTC-PERPETUAL,TICK,0,110048,0
1762011520913,BTC-PERPETUAL,TICK,0,110012,0
1762011520919,BTC-PERPETUAL,TICK,0,110012,0
1762011520952,BTC-PERPETUAL,TICK,0,110048,0
1762011520954,BTC-PERPETUAL,TICK,0,110048,0
1762011520993,BTC-PERPETUAL,TICK,0,110012,0
1762011520998,BTC-PERPETUAL,TICK,0,110012,0
1762011521035,BTC-PERPETUAL,TICK,0,110046,0
1762011521038,BTC-PERPETUAL,TICK,0,110046,0
1762011521088,BTC-PERPETUAL,TICK,0,110016,0
1762011521094,BTC-PERPETUAL,TICK,0,110016,0
1762011521131,BTC-PERPETUAL,TICK,0,91500,0
1762011521137,BTC-PERPETUAL,TICK,0,91500,0
1762011521172,BTC-PERPETUAL,TICK,0,110045,0
1762011521178,BTC-PERPETUAL,TICK,0,110045,0
1762011521214,BTC-PERPETUAL,TICK,0,110017,0
1762011521218,BTC-PERPETUAL,TICK,0,110017,0
1762011521263,BTC-PERPETUAL,TICK,0,110044,0
1762011521268,BTC-PERPETUAL,TICK,0,110044,0
1762011521317,BTC-PERPETUAL,TICK,0,110020,0
1762011521324,BTC-PERPETUAL,TICK,0,110020,0
1762011521373,BTC-PERPETUAL,TICK,0,110044,0
1762011521380,BTC-PERPETUAL,TICK,0,110044,0
1762011521425,BTC-PERPETUAL,TICK,0,110022,0
1762011521430,BTC-PERPETUAL,TICK,0,110022,0
1762011521481,BTC-PERPETUAL,TICK,0,110041,0
1762011521489,BTC-PERPETUAL,TICK,0,110041,0
1762011521535,BTC-PERPETUAL,TICK,0,110022,0
1762011521542,BTC-PERPETUAL,TICK,0,110022,0
1762011521583,BTC-PERPETUAL,TICK,0,110040,0
1762011521589,BTC-PERPETUAL,TICK,0,110040,0
1762011521632,BTC-PERPETUAL,TICK,0,110024,0
1762011521639,BTC-PERPETUAL,TICK,0,110024,0
1762011521682,BTC-PERPETUAL,TICK,0,110040,0
1762011521689,BTC-PERPETUAL,TICK,0,110040,0
1762011521729,BTC-PERPETUAL,TICK,0,110024,0
1762011521735,BTC-PERPETUAL,TICK,0,110024,0
1762011521777,BTC-PERPETUAL,TICK,0,91400,0
1762011521783,BTC-PERPETUAL,TICK,0,91400,0
1762011521823,BTC-PERPETUAL,TICK,0,110040,0
1762011521828,BTC-PERPETUAL,TICK,0,110040,0
1762011521869,BTC-PERPETUAL,TICK,0,110024,0
1762011521875,BTC-PERPETUAL,TICK,0,110024,0
1762011521914,BTC-PERPETUAL,TICK,0,110039,0
1762011521922,BTC-PERPETUAL,TICK,0,110039,0
1762011521961,BTC-PERPETUAL,TICK,0,110025,0
1762011521970,BTC-PERPETUAL,TICK,0,110025,0
1762011522018,BTC-PERPETUAL,TICK,0,110038,0
1762011522025,BTC-PERPETUAL,TICK,0,110038,0
1762011522067,BTC-PERPETUAL,TICK,0,110026,0
1762011522071,BTC-PERPETUAL,TICK,0,110026,0
1762011522105,BTC-PERPETUAL,TICK,0,110038,0
1762011522111,BTC-PERPETUAL,TICK,0,110038,0
1762011522147,BTC-PERPETUAL,TICK,0,110026,0
1762011522153,BTC-PERPETUAL,TICK,0,110026,0
1762011522190,BTC-PERPETUAL,TICK,0,110034,0
1762011522199,BTC-PERPETUAL,TICK,0,110034,0
1762011522234,BTC-PERPETUAL,TICK,0,110028,0
1762011522239,BTC-PERPETUAL,TICK,0,110028,0
1762011522276,BTC-PERPETUAL,TICK,0,110034,0
1762011522280,BTC-PERPETUAL,TICK,0,110034,0
1762011522316,BTC-PERPETUAL,TICK,0,110028,0
1762011522322,BTC-PERPETUAL,TICK,0,110028,0
1762011522353,BTC-PERPETUAL,TICK,0,91300,0
1762011522358,BTC-PERPETUAL,TICK,0,91300,0
1762011522390,BTC-PERPETUAL,TICK,0,110034,0
1762011522397,BTC-PERPETUAL,TICK,0,110034,0
1762011522433,BTC-PERPETUAL,TICK,0,110033,0
1762011522439,BTC-PERPETUAL,TICK,0,110033,0
1762011522474,BTC-PERPETUAL,TICK,0,91200,0
1762011522480,BTC-PERPETUAL,TICK,0,91200,0
1762011522518,BTC-PERPETUAL,TICK,0,91100,0
1762011522523,BTC-PERPETUAL,TICK,0,91100,0
1762011522562,BTC-PERPETUAL,TICK,0,91000,0
1762011522566,BTC-PERPETUAL,TICK,0,91000,0
1762011522603,BTC-PERPETUAL,TICK,0,90900,0
1762011522608,BTC-PERPETUAL,TICK,0,90900,0
1762011522643,BTC-PERPETUAL,TICK,0,90800,0
1762011522649,BTC-PERPETUAL,TICK,0,90800,0
1762011522684,BTC-PERPETUAL,TICK,0,90700,0
1762011522688,BTC-PERPETUAL,TICK,0,90700,0
1762011522723,BTC-PERPETUAL,TICK,0,90600,0
1762011522728,BTC-PERPETUAL,TICK,0,90600,0
1762011522764,BTC-PERPETUAL,TICK,0,90500,0
1762011522768,BTC-PERPETUAL,TICK,0,90500,0
1762011522906,BTC-PERPETUAL,TICK,0,90400,0
1762011522912,BTC-PERPETUAL,TICK,0,90400,0
1762011523158,BTC-PERPETUAL,TICK,0,90300,0
1762011523164,BTC-PERPETUAL,TICK,0,90300,0
1762011523414,BTC-PERPETUAL,TICK,0,90200,0
1762011523418,BTC-PERPETUAL,TICK,0,90200,0
1762011523482,ETH-PERPETUAL,TICK,0,3886.9,0
1762011523485,ETH-PERPETUAL,TICK,0,3886.9,0
1762011523518,ETH-PERPETUAL,TICK,0,3883.55,0
1762011523527,ETH-PERPETUAL,TICK,0,3883.55,0
1762011523560,ETH-PERPETUAL,TICK,0,3886.8,0
1762011523565,ETH-PERPETUAL,TICK,0,3886.8,0
1762011523593,ETH-PERPETUAL,TICK,0,3883.65,0
1762011523599,ETH-PERPETUAL,TICK,0,3883.65,0
1762011523629,ETH-PERPETUAL,TICK,0,3886.75,0
1762011523633,ETH-PERPETUAL,TICK,0,3886.75,0
1762011523664,ETH-PERPETUAL,TICK,0,3883.75,0
1762011523668,ETH-PERPETUAL,TICK,0,3883.75,0
1762011523697,ETH-PERPETUAL,TICK,0,3886.7,0
1762011523702,ETH-PERPETUAL,TICK,0,3886.7,0
1762011523728,ETH-PERPETUAL,TICK,0,3883.85,0
1762011523733,ETH-PERPETUAL,TICK,0,3883.85,0
1762011523760,ETH-PERPETUAL,TICK,0,3886.65,0
1762011523766,ETH-PERPETUAL,TICK,0,3886.65,0
1762011523795,ETH-PERPETUAL,TICK,0,3884,0
1762011523801,ETH-PERPETUAL,TICK,0,3884,0
1762011523830,BTC-PERPETUAL,TICK,0,90100,0
1762011523833,BTC-PERPETUAL,TICK,0,90100,0
1762011523863,ETH-PERPETUAL,TICK,0,3886.6,0
1762011523868,ETH-PERPETUAL,TICK,0,3886.6,0
1762011523899,ETH-PERPETUAL,TICK,0,3884.1,0
1762011523905,ETH-PERPETUAL,TICK,0,3884.1,0
1762011523931,ETH-PERPETUAL,TICK,0,3886.5,0
1762011523936,ETH-PERPETUAL,TICK,0,3886.5,0
1762011523969,ETH-PERPETUAL,TICK,0,3884.15,0
1762011523973,ETH-PERPETUAL,TICK,0,3884.15,0
1762011524004,ETH-PERPETUAL,TICK,0,3886.45,0
1762011524009,ETH-PERPETUAL,TICK,0,3886.45,0
1762011524038,ETH-PERPETUAL,TICK,0,3884.25,0
1762011524041,ETH-PERPETUAL,TICK,0,3884.25,0
1762011524072,ETH-PERPETUAL,TICK,0,3886.4,0
1762011524075,ETH-PERPETUAL,TICK,0,3886.4,0
1762011524105,ETH-PERPETUAL,TICK,0,3884.3,0
1762011524109,ETH-PERPETUAL,TICK,0,3884.3,0
1762011524140,ETH-PERPETUAL,TICK,0,3886.3,0
1762011524146,ETH-PERPETUAL,TICK,0,3886.3,0
1762011524174,ETH-PERPETUAL,TICK,0,3886.25,0
1762011524181,ETH-PERPETUAL,TICK,0,3886.25,0
1762011524213,ETH-PERPETUAL,TICK,0,3884.4,0
